order_id,date_id,time_id,payment_method_id,customer_id,coffee_id,amount
581,2024-05-23,22:55:36,2,11,2,15321
582,2024-05-24,11:11:59,1,142,6,10968
583,2024-05-24,11:15:08,1,13,3,10968
584,2024-05-24,11:16:13,1,13,3,10968
585,2024-05-24,16:07:19,1,82,2,14819
586,2024-05-24,18:17:40,1,210,6,10968
587,2024-05-24,18:18:36,1,210,6,10968
588,2024-05-24,22:30:40,1,211,4,12893
589,2024-05-25,07:40:58,2,11,3,11393
590,2024-05-25,12:13:53,1,212,1,14819
591,2024-05-25,12:40:23,2,11,3,11393
592,2024-05-25,12:42:10,1,213,4,12893
593,2024-05-25,12:43:13,1,213,4,12893
594,2024-05-25,12:58:12,1,214,4,12893
595,2024-05-25,16:47:09,1,41,4,12893
596,2024-05-25,16:48:16,1,41,3,10968
597,2024-05-26,10:20:02,1,1,1,14819
598,2024-05-26,14:24:49,1,215,4,12893
599,2024-05-26,14:26:05,1,216,6,10968
600,2024-05-26,14:40:58,1,217,4,12893
601,2024-05-26,17:19:15,1,218,8,14819
602,2024-05-26,18:09:52,1,219,2,14819
603,2024-05-26,18:11:02,1,219,2,14819
604,2024-05-26,18:13:14,1,219,3,10968
605,2024-05-26,18:39:18,1,220,1,14819
606,2024-05-26,20:59:14,1,221,2,14819
607,2024-05-26,21:00:05,1,221,8,14819
608,2024-05-26,21:02:36,1,222,6,10968
609,2024-05-26,21:03:51,1,223,8,14819
610,2024-05-26,21:04:58,1,222,1,14819
611,2024-05-26,21:06:02,1,224,8,14819
612,2024-05-27,11:34:55,1,13,3,10968
613,2024-05-27,14:05:21,1,225,4,12893
614,2024-05-27,14:06:43,1,225,5,14819
615,2024-05-27,15:11:34,1,226,3,10968
616,2024-05-27,15:14:05,1,226,3,10968
617,2024-05-27,17:50:55,1,204,1,14819
618,2024-05-27,18:00:50,1,227,3,10968
619,2024-05-27,19:16:27,1,228,1,14819
620,2024-05-27,19:17:38,1,229,1,14819
621,2024-05-27,21:29:07,1,193,4,12893
622,2024-05-27,21:30:19,1,207,8,14819
623,2024-05-28,08:37:09,1,13,4,12893
624,2024-05-28,09:20:10,1,98,4,12893
625,2024-05-28,11:48:18,1,230,8,14819
626,2024-05-28,13:14:40,1,231,8,14819
627,2024-05-28,14:10:53,1,195,5,14819
628,2024-05-28,16:25:39,1,142,6,10968
629,2024-05-28,17:21:43,2,11,8,15321
630,2024-05-28,19:09:29,1,232,3,10968
631,2024-05-28,19:10:31,1,232,1,14819
632,2024-05-28,20:24:32,1,9,4,12893
633,2024-05-28,20:50:19,1,13,3,10968
634,2024-05-29,09:14:43,1,233,1,14819
635,2024-05-29,10:48:46,2,11,1,15321
636,2024-05-29,11:14:02,1,234,2,14819
637,2024-05-29,15:10:48,1,235,3,10968
638,2024-05-29,15:22:56,1,236,1,14819
639,2024-05-29,15:45:12,1,237,8,14819
640,2024-05-29,16:45:03,1,238,1,14819
641,2024-05-29,18:24:03,1,239,6,10968
642,2024-05-29,18:24:59,1,239,1,14819
643,2024-05-29,20:30:42,1,240,2,14819
644,2024-05-29,20:32:35,1,241,5,14819
645,2024-05-30,08:29:06,1,242,8,14819
646,2024-05-30,08:30:21,1,242,1,14819
647,2024-05-30,08:37:05,1,243,4,12893
648,2024-05-30,09:47:59,1,1,1,14819
649,2024-05-30,14:56:15,1,98,4,12893
650,2024-05-30,15:16:15,1,244,7,9043
651,2024-05-30,15:17:38,1,13,7,9043
652,2024-05-30,19:53:11,1,207,8,14819
653,2024-05-30,20:31:05,1,245,1,14819
654,2024-05-30,20:46:13,1,9,2,14819
655,2024-05-30,20:47:21,1,9,4,12893
656,2024-05-31,07:53:57,1,246,4,12893
657,2024-05-31,09:21:07,1,247,1,14819
658,2024-05-31,09:23:58,2,11,1,15321
659,2024-05-31,10:38:07,1,248,2,14819
660,2024-05-31,10:39:06,1,249,5,14819
661,2024-05-31,14:50:12,1,250,4,12893
662,2024-05-31,18:23:44,1,251,1,14819
663,2024-05-31,18:25:03,1,251,1,14819
664,2024-05-31,20:06:39,1,181,8,14819
665,2024-05-31,20:33:06,1,135,4,12893
666,2024-05-31,20:34:32,1,135,1,14819
667,2024-05-31,22:05:47,1,207,8,14819
668,2024-05-31,22:06:52,1,207,4,12893
669,2024-05-31,22:07:55,1,207,6,10968
670,2024-06-01,08:27:01,1,142,6,10968
671,2024-06-01,09:48:24,1,233,1,14819
672,2024-06-01,11:38:09,1,251,1,14819
673,2024-06-01,14:28:53,1,98,4,12893
674,2024-06-01,18:20:12,1,252,4,12893
675,2024-06-01,18:21:15,1,252,4,12893
676,2024-06-01,20:50:10,1,155,8,14819
677,2024-06-01,20:51:13,1,155,8,14819
678,2024-06-01,20:54:59,2,11,5,15321
679,2024-06-01,20:59:09,1,253,5,14819
680,2024-06-01,21:51:04,1,9,4,12893
681,2024-06-02,20:03:25,1,9,1,14819
682,2024-06-02,20:24:02,1,41,4,12893
683,2024-06-02,20:25:07,1,41,8,14819
684,2024-06-02,21:07:20,1,98,4,12893
685,2024-06-02,21:30:12,1,254,1,14819
686,2024-06-02,22:43:10,2,11,4,13357
687,2024-06-03,10:12:04,1,1,1,14819
688,2024-06-03,10:27:49,1,192,1,14819
689,2024-06-03,14:31:42,1,26,8,14819
690,2024-06-03,14:33:00,1,25,4,12893
691,2024-06-03,14:34:06,1,9,1,14819
692,2024-06-03,21:42:51,2,11,4,13357
693,2024-06-03,21:43:37,2,11,4,13357
694,2024-06-04,09:23:42,1,142,6,10968
695,2024-06-04,10:27:13,1,98,4,12893
696,2024-06-04,12:02:10,1,255,1,14819
697,2024-06-04,12:05:29,1,255,2,14819
698,2024-06-04,15:30:32,1,256,1,14819
699,2024-06-04,17:46:36,1,193,6,10968
700,2024-06-04,17:47:28,1,193,8,14819
701,2024-06-04,20:13:01,1,257,2,14819
702,2024-06-04,20:50:33,1,258,8,14819
703,2024-06-04,21:31:58,1,259,6,10968
704,2024-06-04,21:33:02,1,260,4,12893
705,2024-06-04,21:34:55,1,261,4,12893
706,2024-06-04,21:36:06,1,261,4,12893
707,2024-06-04,21:37:15,1,261,4,12893
708,2024-06-05,08:21:48,1,262,8,14819
709,2024-06-05,08:23:06,1,262,8,14819
710,2024-06-05,09:22:43,1,263,3,10968
711,2024-06-05,10:28:50,1,1,1,14819
712,2024-06-05,10:40:53,1,98,4,12893
713,2024-06-05,19:43:57,1,264,4,12893
714,2024-06-05,19:59:53,1,265,1,14819
715,2024-06-05,20:10:47,1,221,5,14819
716,2024-06-05,20:12:01,1,221,6,10968
717,2024-06-06,08:52:56,1,98,4,12893
718,2024-06-06,08:54:08,1,98,4,12893
719,2024-06-06,10:36:09,1,1,1,14819
720,2024-06-06,12:17:41,1,266,3,10968
721,2024-06-06,15:11:14,1,225,4,12893
722,2024-06-06,15:24:06,1,267,8,14819
723,2024-06-06,21:14:05,1,268,1,14819
724,2024-06-06,21:15:42,1,268,1,14819
725,2024-06-06,21:18:26,1,207,8,14819
726,2024-06-06,21:19:30,1,207,4,12893
727,2024-06-06,21:21:04,1,268,1,14819
728,2024-06-07,08:18:04,1,269,8,14819
729,2024-06-07,10:35:28,1,270,7,9043
730,2024-06-07,13:34:18,1,165,4,12893
731,2024-06-07,16:45:42,1,271,6,10968
732,2024-06-07,16:47:15,1,271,6,10968
733,2024-06-08,09:04:20,1,272,6,10968
734,2024-06-08,09:26:11,1,98,4,12893
735,2024-06-08,20:24:54,1,135,8,14819
736,2024-06-08,20:25:56,1,135,8,14819
737,2024-06-09,08:15:52,1,98,1,14819
738,2024-06-09,10:30:04,1,273,1,14819
739,2024-06-09,10:52:05,1,274,8,14819
740,2024-06-09,11:04:41,1,142,6,10968
741,2024-06-09,11:07:08,1,275,7,9043
742,2024-06-09,11:52:49,1,276,8,14819
743,2024-06-09,12:11:23,1,277,4,12893
744,2024-06-09,12:13:08,1,277,1,14819
745,2024-06-09,12:14:10,1,277,1,14819
746,2024-06-09,15:10:30,1,278,6,10968
747,2024-06-09,16:17:28,1,279,8,14819
748,2024-06-09,19:21:19,1,280,4,12893
749,2024-06-09,21:05:08,1,281,3,10968
750,2024-06-10,12:47:49,1,282,8,14819
751,2024-06-10,12:56:48,1,98,1,14819
752,2024-06-10,19:04:28,1,283,2,14819
753,2024-06-10,19:05:22,1,283,2,14819
754,2024-06-10,19:37:23,1,284,1,14819
755,2024-06-10,19:38:19,1,284,1,14819
756,2024-06-11,10:38:03,1,285,4,12893
757,2024-06-11,18:48:25,1,286,1,14819
758,2024-06-11,18:49:36,1,286,1,14819
759,2024-06-11,21:17:03,1,287,2,14819
760,2024-06-11,21:27:41,1,288,4,12893
761,2024-06-11,21:28:50,1,288,4,12893
762,2024-06-12,10:18:18,1,289,2,14819
763,2024-06-12,11:51:43,1,290,8,14819
764,2024-06-12,17:41:17,1,284,1,14819
765,2024-06-12,17:47:27,1,291,1,14819
766,2024-06-12,20:16:33,1,257,2,14819
767,2024-06-12,20:25:34,1,292,4,12893
768,2024-06-13,08:54:24,1,293,3,10968
769,2024-06-13,08:57:25,1,98,1,14819
770,2024-06-13,09:50:25,1,294,4,12893
771,2024-06-13,09:57:11,1,142,6,10968
772,2024-06-13,17:04:58,1,295,4,12893
773,2024-06-13,17:27:46,1,296,2,14819
774,2024-06-13,19:22:19,1,297,1,14819
775,2024-06-13,20:20:51,1,13,4,12893
776,2024-06-13,20:43:45,1,13,7,9043
777,2024-06-13,20:45:00,1,296,7,9043
778,2024-06-13,20:48:17,1,9,4,12893
779,2024-06-13,21:02:28,1,9,4,12893
780,2024-06-14,07:46:13,1,142,6,10968
781,2024-06-14,10:30:31,1,298,3,10968
782,2024-06-14,12:14:41,1,98,1,14819
783,2024-06-14,18:29:53,1,299,4,12893
784,2024-06-15,11:26:01,1,300,8,14819
785,2024-06-15,12:21:28,1,301,1,14819
786,2024-06-15,12:22:46,1,301,4,12893
787,2024-06-15,12:23:52,1,301,7,9043
788,2024-06-15,12:24:35,1,301,5,14819
789,2024-06-15,12:25:23,1,301,4,12893
790,2024-06-15,16:03:29,1,302,4,12893
791,2024-06-15,18:14:04,1,303,3,10968
792,2024-06-16,10:43:51,1,60,4,12893
793,2024-06-16,10:58:41,1,304,1,14819
794,2024-06-16,11:00:38,1,304,2,14819
795,2024-06-16,11:01:41,1,304,2,14819
796,2024-06-16,12:49:27,1,277,4,12893
797,2024-06-16,14:00:38,1,275,7,9043
798,2024-06-16,15:02:36,1,305,4,12893
799,2024-06-16,15:05:10,1,305,4,12893
800,2024-06-16,15:43:59,1,306,2,14819
801,2024-06-16,16:47:36,1,307,2,14819
802,2024-06-16,17:45:17,1,60,4,12893
803,2024-06-16,17:46:16,1,60,4,12893
804,2024-06-17,08:57:24,1,308,3,10968
805,2024-06-17,10:12:05,1,309,6,10968
806,2024-06-17,10:13:37,1,309,6,10968
807,2024-06-17,10:55:51,1,43,8,14819
808,2024-06-17,14:51:35,1,165,8,14819
809,2024-06-17,16:50:13,1,13,8,14819
810,2024-06-17,16:51:11,1,13,8,14819
811,2024-06-17,16:52:36,1,13,3,10968
812,2024-06-17,18:51:19,1,310,3,10968
813,2024-06-17,21:16:11,1,9,4,12893
814,2024-06-18,14:04:06,1,300,3,10968
815,2024-06-18,14:05:12,1,300,8,14819
816,2024-06-18,19:20:40,1,155,8,14819
817,2024-06-18,19:21:38,1,155,8,14819
818,2024-06-18,20:35:49,1,311,6,10968
819,2024-06-18,21:20:49,1,13,4,12893
820,2024-06-18,21:22:18,1,13,4,12893
821,2024-06-19,07:47:19,1,312,1,14819
822,2024-06-19,08:17:54,1,142,6,10968
823,2024-06-19,10:54:00,1,313,3,10968
824,2024-06-19,11:11:27,1,314,1,14819
825,2024-06-19,11:12:31,1,314,5,14819
826,2024-06-19,14:21:36,1,165,4,12893
827,2024-06-19,18:28:43,1,154,8,14819
828,2024-06-19,18:29:58,1,154,1,14819
829,2024-06-19,19:31:31,1,9,4,12893
830,2024-06-19,21:28:59,1,193,8,14819
831,2024-06-19,21:30:03,1,193,4,12893
832,2024-06-20,10:50:06,1,98,1,14819
833,2024-06-20,18:59:02,1,315,1,14819
834,2024-06-20,19:00:00,1,315,1,14819
835,2024-06-20,21:39:10,1,258,1,14819
836,2024-06-20,21:57:40,1,9,1,14819
837,2024-06-20,21:59:17,1,9,4,12893
838,2024-06-21,09:59:55,1,312,1,14819
839,2024-06-21,10:01:40,1,316,3,10968
840,2024-06-21,13:19:19,1,13,4,12893
841,2024-06-21,13:20:31,1,13,4,12893
842,2024-06-21,18:12:16,1,317,7,9043
843,2024-06-21,19:30:26,1,9,1,14819
844,2024-06-21,19:47:06,1,155,8,14819
845,2024-06-21,19:48:06,1,155,8,14819
846,2024-06-21,19:49:54,1,181,8,14819
847,2024-06-21,19:51:00,1,181,8,14819
848,2024-06-21,19:52:18,1,181,3,10968
849,2024-06-21,19:55:37,1,312,4,12893
850,2024-06-22,08:39:50,1,142,6,10968
851,2024-06-22,09:37:48,1,312,4,12893
852,2024-06-22,12:53:15,1,318,4,12893
853,2024-06-22,15:37:20,1,9,1,14819
854,2024-06-22,22:10:22,1,319,8,14819
855,2024-06-23,18:12:01,1,13,4,12893
856,2024-06-23,18:13:50,1,13,4,12893
857,2024-06-23,21:06:46,1,320,8,14819
858,2024-06-23,21:29:07,1,321,1,14819
859,2024-06-23,21:30:36,1,321,8,14819
860,2024-06-24,11:44:39,1,165,4,12893
861,2024-06-24,11:49:36,1,181,8,14819
862,2024-06-24,11:50:44,1,181,8,14819
863,2024-06-24,15:02:28,1,322,1,14819
864,2024-06-24,16:46:00,1,204,8,14819
865,2024-06-24,16:47:00,1,204,8,14819
866,2024-06-25,08:19:24,1,323,1,14819
867,2024-06-25,10:28:26,1,13,4,12893
868,2024-06-25,10:29:42,1,41,4,12893
869,2024-06-25,11:34:52,1,204,8,14819
870,2024-06-26,09:33:01,1,324,1,14819
871,2024-06-26,16:32:29,1,325,7,9043
872,2024-06-26,16:34:01,1,326,3,10968
873,2024-06-26,21:21:53,1,9,1,14819
874,2024-06-26,21:27:00,1,9,8,14819
875,2024-06-26,21:28:14,1,207,4,12893
876,2024-06-27,09:15:43,1,327,4,12893
877,2024-06-27,16:11:48,1,328,6,10968
878,2024-06-27,21:44:03,1,329,4,12893
879,2024-06-27,21:50:31,1,330,8,14819
880,2024-06-28,08:08:35,1,142,6,10968
881,2024-06-28,17:51:53,1,275,7,9043
882,2024-06-28,21:50:55,1,331,4,12893
883,2024-06-28,21:52:01,1,332,1,14819
884,2024-06-28,22:28:19,1,333,8,14819
885,2024-06-29,09:47:10,1,98,4,12893
886,2024-06-29,11:40:19,1,334,4,12893
887,2024-06-29,11:41:26,1,334,4,12893
888,2024-06-29,12:30:24,1,335,8,14819
889,2024-06-29,12:31:42,1,335,8,14819
890,2024-06-29,17:23:43,1,336,8,14819
891,2024-06-29,17:24:52,1,336,2,14819
892,2024-06-29,21:27:22,1,9,1,14819
893,2024-06-30,10:28:09,1,337,1,14819
894,2024-06-30,13:05:50,1,338,7,9043
895,2024-06-30,16:54:41,1,9,2,14819
896,2024-06-30,21:04:09,1,98,4,12893
897,2024-07-01,18:07:26,1,13,7,9043
898,2024-07-01,18:56:51,1,339,8,14819
899,2024-07-01,18:57:54,1,340,8,14819
900,2024-07-02,10:42:54,1,305,4,12893
901,2024-07-02,10:45:00,1,305,3,10968
902,2024-07-02,12:48:05,1,20,1,14819
903,2024-07-02,14:03:13,1,341,3,10968
904,2024-07-02,16:31:24,1,342,4,12893
905,2024-07-02,22:02:23,1,330,4,12893
906,2024-07-03,13:51:14,1,13,4,12893
907,2024-07-03,16:01:16,1,343,8,14819
908,2024-07-03,16:50:25,1,344,8,14819
909,2024-07-03,16:53:15,1,271,4,12893
910,2024-07-03,16:54:22,1,345,4,12893
911,2024-07-03,16:55:31,1,271,1,14819
912,2024-07-03,16:59:25,1,346,7,9043
913,2024-07-03,17:59:01,1,347,8,14819
914,2024-07-03,19:06:09,1,9,1,14819
915,2024-07-04,10:26:23,1,144,4,12893
916,2024-07-04,10:27:30,1,13,3,10968
917,2024-07-05,12:20:28,1,59,5,14819
918,2024-07-05,13:43:43,1,41,4,12893
919,2024-07-05,13:44:43,1,348,4,12893
920,2024-07-05,18:55:56,1,349,7,9043
921,2024-07-05,19:55:07,1,100,3,10968
922,2024-07-05,22:11:56,1,350,7,9043
923,2024-07-05,22:18:03,1,351,3,10968
924,2024-07-05,22:18:56,1,351,3,10968
925,2024-07-05,22:20:01,1,352,8,14819
926,2024-07-05,22:21:09,1,352,4,12893
927,2024-07-06,10:28:06,1,353,1,14819
928,2024-07-06,17:15:46,1,9,1,12893
929,2024-07-06,17:17:01,1,9,1,12893
930,2024-07-06,19:09:46,1,13,1,12893
931,2024-07-06,19:10:39,1,13,4,10968
932,2024-07-07,09:04:20,1,304,8,12893
933,2024-07-07,09:14:29,1,354,4,10968
934,2024-07-07,09:15:36,1,354,4,10968
935,2024-07-07,09:28:48,1,355,8,12893
936,2024-07-07,09:29:56,1,355,8,12893
937,2024-07-07,14:56:30,1,356,2,12893
938,2024-07-07,14:57:47,1,356,5,12893
939,2024-07-07,17:07:50,1,357,1,12893
940,2024-07-07,19:33:27,1,358,8,12893
941,2024-07-07,20:01:31,1,359,2,12893
942,2024-07-07,22:33:36,1,360,4,10968
943,2024-07-08,07:33:07,1,361,1,12893
944,2024-07-08,12:02:50,1,362,3,9043
945,2024-07-08,14:40:24,1,363,3,9043
946,2024-07-08,19:30:34,1,364,4,10968
947,2024-07-08,22:14:46,1,20,1,12893
948,2024-07-09,10:26:52,1,334,4,10968
949,2024-07-09,10:40:28,1,277,4,10968
950,2024-07-09,11:21:36,1,195,4,10968
951,2024-07-09,11:22:49,1,195,8,12893
952,2024-07-09,16:42:59,1,365,4,10968
953,2024-07-10,11:10:41,1,366,3,9043
954,2024-07-10,12:28:53,1,367,4,10968
955,2024-07-10,22:13:10,1,329,1,12893
956,2024-07-11,11:27:27,1,368,2,12893
957,2024-07-11,16:48:18,1,369,4,10968
958,2024-07-11,22:22:13,1,370,1,12893
959,2024-07-11,22:30:58,1,371,3,9043
960,2024-07-12,08:03:17,1,372,6,9043
961,2024-07-12,11:48:33,1,373,2,12893
962,2024-07-12,22:33:25,1,179,2,12893
963,2024-07-12,22:34:14,1,178,2,12893
964,2024-07-12,22:35:29,1,180,2,12893
965,2024-07-13,10:38:10,1,366,1,12893
966,2024-07-13,11:41:38,1,366,1,12893
967,2024-07-14,10:54:24,1,374,3,9043
968,2024-07-14,10:55:30,1,374,4,10968
969,2024-07-14,10:56:30,1,374,8,12893
970,2024-07-14,10:57:54,1,375,1,12893
971,2024-07-14,11:02:11,1,376,3,9043
972,2024-07-14,22:31:29,1,377,1,12893
973,2024-07-15,07:33:05,1,378,8,12893
974,2024-07-16,12:23:37,1,379,4,10968
975,2024-07-16,19:29:25,1,368,2,12893
976,2024-07-17,13:04:59,1,380,4,10968
977,2024-07-18,11:10:13,1,381,4,10968
978,2024-07-18,11:11:23,1,382,7,7118
979,2024-07-18,11:32:59,1,60,3,9043
980,2024-07-18,11:34:48,1,60,3,9043
981,2024-07-18,11:35:51,1,60,6,9043
982,2024-07-18,13:23:33,1,376,1,12893
983,2024-07-18,18:18:23,1,383,8,12893
984,2024-07-18,19:30:50,1,9,1,12893
985,2024-07-18,21:19:41,1,384,2,12893
986,2024-07-18,21:21:59,1,384,1,12893
987,2024-07-18,21:46:18,1,385,1,12893
988,2024-07-19,11:03:02,1,376,3,9043
989,2024-07-19,11:16:20,1,386,4,10968
990,2024-07-19,12:58:37,1,387,1,12893
991,2024-07-19,12:59:55,1,387,4,10968
992,2024-07-19,14:09:20,1,385,1,12893
993,2024-07-19,14:11:22,1,385,5,12893
994,2024-07-19,16:36:19,1,385,1,12893
995,2024-07-19,16:37:35,1,385,1,12893
996,2024-07-20,08:05:44,1,388,3,9043
997,2024-07-20,08:06:48,1,388,1,12893
998,2024-07-20,08:07:51,1,388,3,9043
999,2024-07-20,09:00:53,1,389,1,12893
1000,2024-07-20,09:02:27,1,390,1,12893
1001,2024-07-20,10:39:21,1,391,3,9043
1002,2024-07-20,15:15:09,1,392,1,12893
1003,2024-07-21,10:30:55,1,368,5,12893
1004,2024-07-21,11:39:28,1,393,8,12893
1005,2024-07-21,13:34:30,1,394,6,9043
1006,2024-07-21,13:42:31,1,395,1,12893
1007,2024-07-22,08:13:23,1,376,3,9043
1008,2024-07-22,08:40:49,1,396,3,9043
1009,2024-07-22,10:15:37,1,386,4,10968
1010,2024-07-22,16:44:37,1,397,1,12893
1011,2024-07-23,08:12:56,1,198,1,12893
1012,2024-07-23,08:40:18,1,396,3,9043
1013,2024-07-23,08:44:53,1,398,4,10968
1014,2024-07-23,08:49:25,1,399,5,12893
1015,2024-07-23,08:51:10,1,400,1,12893
1016,2024-07-23,09:01:45,1,376,3,9043
1017,2024-07-23,10:03:36,1,401,4,10968
1018,2024-07-23,15:20:04,1,402,4,10968
1019,2024-07-23,15:21:01,1,402,1,12893
1020,2024-07-23,21:01:40,1,9,1,12893
1021,2024-07-23,21:23:13,1,13,3,9043
1022,2024-07-23,21:24:22,1,13,3,9043
1023,2024-07-24,09:16:09,1,98,4,10968
1024,2024-07-24,09:38:55,1,386,4,10968
1025,2024-07-24,09:54:37,1,403,7,7118
1026,2024-07-24,11:43:53,1,380,8,12893
1027,2024-07-24,13:55:13,1,400,1,12893
1028,2024-07-24,14:45:49,1,13,7,7118
1029,2024-07-24,15:18:30,1,9,1,12893
1030,2024-07-24,19:15:05,1,206,8,12893
1031,2024-07-24,19:16:59,1,206,8,12893
1032,2024-07-24,21:17:36,1,41,4,10968
1033,2024-07-24,21:18:41,1,41,3,9043
1034,2024-07-24,21:25:17,1,13,3,9043
1035,2024-07-25,07:54:47,1,13,3,9043
1036,2024-07-25,08:49:18,1,400,1,12893
1037,2024-07-25,10:29:44,1,386,4,10968
1038,2024-07-25,11:26:04,1,376,3,9043
1039,2024-07-25,15:25:06,1,404,8,12893
1040,2024-07-25,19:21:00,1,258,8,12893
1041,2024-07-25,21:06:01,1,405,6,9043
1042,2024-07-25,21:06:50,1,405,7,7118
1043,2024-07-25,22:38:51,1,329,6,9043
1044,2024-07-25,22:39:46,1,406,5,12893
1045,2024-07-26,08:33:01,1,407,1,12893
1046,2024-07-26,09:19:37,1,98,4,10968
1047,2024-07-26,09:20:34,1,60,7,7118
1048,2024-07-26,09:33:11,1,408,6,9043
1049,2024-07-26,09:34:16,1,408,6,9043
1050,2024-07-26,09:59:07,1,409,1,12893
1051,2024-07-26,10:00:02,1,409,1,12893
1052,2024-07-26,11:47:13,1,386,4,10968
1053,2024-07-26,12:07:01,1,380,4,10968
1054,2024-07-26,12:28:08,1,340,8,12893
1055,2024-07-26,12:29:17,1,340,8,12893
1056,2024-07-26,13:09:56,1,410,1,12893
1057,2024-07-26,17:23:29,1,411,3,9043
1058,2024-07-26,17:58:29,1,412,8,12893
1059,2024-07-26,21:15:09,1,9,1,12893
1060,2024-07-26,22:49:52,1,413,4,10968
1061,2024-07-27,09:09:16,1,98,8,12893
1062,2024-07-27,11:55:31,1,414,4,10968
1063,2024-07-27,12:25:10,1,60,4,10968
1064,2024-07-27,12:26:13,1,41,7,7118
1065,2024-07-27,12:33:23,1,60,4,10968
1066,2024-07-27,14:28:41,1,226,7,7118
1067,2024-07-27,14:51:53,1,78,1,12893
1068,2024-07-27,17:02:33,1,415,8,12893
1069,2024-07-27,17:03:39,1,416,8,12893
1070,2024-07-27,17:09:00,1,417,4,10968
1071,2024-07-27,17:10:08,1,417,4,10968
1072,2024-07-27,20:55:20,1,9,1,12893
1073,2024-07-27,22:56:23,1,418,8,12893
1074,2024-07-28,11:07:25,1,13,7,7118
1075,2024-07-28,14:17:54,1,277,4,10968
1076,2024-07-28,14:18:52,1,277,1,12893
1077,2024-07-29,08:12:06,1,419,1,12893
1078,2024-07-29,09:04:47,1,13,3,9043
1079,2024-07-29,09:15:46,1,98,4,10968
1080,2024-07-29,09:19:44,1,3,3,9043
1081,2024-07-29,09:51:24,1,420,4,10968
1082,2024-07-29,09:58:29,1,421,8,12893
1083,2024-07-29,10:43:43,1,422,2,12893
1084,2024-07-29,10:44:55,1,422,2,12893
1085,2024-07-29,19:06:31,1,423,8,12893
1086,2024-07-29,19:30:16,1,100,3,9043
1087,2024-07-29,21:57:34,1,329,5,12893
1088,2024-07-30,07:41:10,1,424,4,10968
1089,2024-07-30,08:05:07,1,425,6,9043
1090,2024-07-30,08:20:51,1,426,8,12893
1091,2024-07-30,09:13:43,1,98,4,10968
1092,2024-07-30,10:17:11,1,142,6,9043
1093,2024-07-30,10:19:34,1,277,4,10968
1094,2024-07-30,10:23:20,1,251,1,12893
1095,2024-07-30,11:12:07,1,427,3,9043
1096,2024-07-30,11:13:16,1,427,7,7118
1097,2024-07-30,11:14:41,1,428,4,10968
1098,2024-07-30,11:16:01,1,429,4,10968
1099,2024-07-30,11:30:34,1,430,4,10968
1100,2024-07-30,11:31:40,1,431,4,10968
1101,2024-07-30,12:08:07,1,432,1,12893
1102,2024-07-30,15:16:09,1,433,4,10968
1103,2024-07-30,16:08:52,1,434,6,9043
1104,2024-07-30,16:09:43,1,434,4,10968
1105,2024-07-30,20:24:19,1,435,7,7118
1106,2024-07-30,20:53:51,1,98,4,10968
1107,2024-07-30,20:54:46,1,98,4,10968
1108,2024-07-30,20:57:02,1,348,4,10968
1109,2024-07-30,21:33:19,1,436,1,12893
1110,2024-07-30,22:15:21,1,437,3,9043
1111,2024-07-30,22:16:19,1,437,8,12893
1112,2024-07-31,07:59:52,1,424,4,10968
1113,2024-07-31,08:37:41,1,438,4,10968
1114,2024-07-31,08:38:38,1,438,4,10968
1115,2024-07-31,09:54:45,1,389,3,9043
1116,2024-07-31,09:55:45,1,389,3,9043
1117,2024-07-31,09:58:15,1,277,4,10968
1118,2024-07-31,13:11:42,1,385,5,12893
1119,2024-07-31,13:14:00,1,385,1,12893
1120,2024-07-31,13:24:49,1,439,4,10968
1121,2024-07-31,17:48:06,1,440,6,9043
1122,2024-07-31,18:04:14,1,441,1,12893
1123,2024-07-31,19:22:38,1,442,6,9043
1124,2024-07-31,19:28:45,1,9,1,12893
1125,2024-07-31,20:46:42,1,443,5,12893
1126,2024-07-31,20:50:07,1,444,6,9043
1127,2024-07-31,20:51:10,1,444,1,12893
1128,2024-07-31,20:52:14,1,154,8,12893
1129,2024-07-31,20:53:35,1,444,6,9043
1130,2024-07-31,20:59:25,1,41,4,10968
1131,2024-07-31,21:26:26,1,445,1,12893
1132,2024-07-31,21:54:11,1,446,1,12893
1133,2024-07-31,21:55:16,1,447,1,12893
1134,2024-08-01,07:31:00,1,424,4,10968
1135,2024-08-01,09:25:20,1,277,4,10968
1136,2024-08-01,11:04:14,1,98,4,10968
1137,2024-08-01,11:22:46,1,448,4,10968
1138,2024-08-01,13:22:46,1,449,6,9043
1139,2024-08-01,13:23:37,1,449,8,12893
1140,2024-08-01,13:49:07,1,450,8,12893
1141,2024-08-01,15:43:43,1,424,4,10968
1142,2024-08-01,16:24:00,1,451,4,10968
1143,2024-08-01,16:26:07,1,451,3,9043
1144,2024-08-01,17:23:35,1,452,3,9043
1145,2024-08-01,20:41:28,1,453,8,12893
1146,2024-08-02,09:01:54,1,454,4,10968
1147,2024-08-02,09:35:02,1,98,4,10968
1148,2024-08-02,11:09:19,1,142,6,9043
1149,2024-08-02,18:08:35,1,455,4,10968
1150,2024-08-02,21:23:04,1,9,1,12893
1151,2024-08-03,08:53:46,1,98,4,10968
1152,2024-08-03,09:37:19,1,402,4,10968
1153,2024-08-03,09:38:41,1,402,4,10968
1154,2024-08-03,10:12:25,1,305,4,10968
1155,2024-08-03,11:20:26,1,456,6,9043
